user_id,page,session_duration,traffic_source,bounce,entry_page,exit_page
477,Contact,176,Direct,0,Blog,Contact
478,Home,525,Referral,1,Checkout,Contact
479,Checkout,165,Organic,0,Contact,Blog
480,Contact,339,Referral,0,Blog,Checkout
481,Products,384,Social,1,Blog,Checkout
482,Products,191,Referral,0,Home,Contact
483,Blog,468,Direct,1,Checkout,Contact
484,Contact,433,Organic,0,Products,Blog
485,Contact,175,Direct,0,Blog,Products
486,Blog,277,Social,1,Blog,Contact
487,Products,562,Organic,1,Products,Products
488,Contact,279,Organic,1,Home,Home
489,Contact,234,Social,1,Contact,Blog
490,Contact,174,Organic,1,Checkout,Home
491,Products,423,Social,0,Blog,Home
492,Checkout,55,Direct,0,Products,Home
493,Contact,127,Referral,1,Products,Home
494,Blog,492,Social,1,Checkout,Checkout
495,Home,482,Direct,0,Blog,Products
496,Products,251,Social,1,Home,Products
497,Home,354,Referral,1,Contact,Blog
498,Home,575,Direct,0,Checkout,Blog
499,Contact,568,Social,0,Home,Contact
500,Blog,129,Organic,0,Checkout,Blog
501,Checkout,245,Direct,1,Checkout,Contact
502,Contact,296,Referral,0,Products,Contact
503,Home,99,Social,0,Checkout,Blog
504,Contact,39,Direct,0,Checkout,Products
505,Blog,425,Organic,0,Home,Home
506,Blog,114,Direct,0,Home,Checkout
507,Blog,313,Social,1,Home,Blog
508,Contact,460,Organic,1,Contact,Blog
509,Contact,40,Referral,1,Contact,Home
510,Checkout,451,Referral,1,Products,Home
511,Products,497,Organic,1,Products,Blog
512,Products,88,Social,0,Contact,Products
513,Home,364,Direct,0,Contact,Blog
514,Products,283,Referral,0,Checkout,Checkout
515,Contact,402,Social,0,Blog,Checkout
516,Contact,145,Referral,0,Blog,Home
517,Checkout,528,Direct,0,Contact,Contact
518,Blog,145,Referral,0,Home,Blog
519,Products,53,Social,0,Contact,Products
520,Checkout,419,Social,1,Checkout,Contact
521,Blog,161,Social,0,Contact,Contact
522,Home,70,Social,0,Home,Blog
523,Contact,164,Social,0,Contact,Products
524,Products,226,Direct,1,Home,Blog
525,Checkout,367,Direct,1,Products,Checkout
526,Contact,433,Social,0,Home,Home
527,Home,525,Direct,1,Products,Contact
528,Checkout,566,Referral,1,Blog,Blog
529,Checkout,396,Referral,0,Blog,Blog
530,Home,232,Direct,1,Home,Checkout
531,Products,453,Referral,0,Blog,Blog
532,Home,418,Direct,1,Checkout,Checkout
533,Contact,369,Social,1,Contact,Products
534,Products,346,Referral,0,Blog,Checkout
535,Checkout,347,Social,0,Home,Contact
536,Contact,22,Social,1,Blog,Products
537,Products,313,Social,0,Home,Blog
538,Checkout,261,Organic,1,Products,Blog
539,Checkout,269,Referral,0,Contact,Checkout
540,Home,289,Direct,1,Products,Contact
541,Blog,191,Social,0,Checkout,Contact
542,Blog,127,Organic,0,Home,Contact
543,Home,460,Referral,0,Blog,Contact
544,Home,183,Referral,1,Contact,Blog
545,Contact,100,Direct,1,Contact,Contact
546,Contact,456,Referral,0,Checkout,Blog
547,Home,593,Organic,0,Blog,Checkout
548,Contact,501,Organic,1,Products,Blog
549,Home,121,Social,1,Contact,Blog
550,Home,41,Direct,0,Products,Products
551,Home,441,Direct,1,Products,Products
552,Products,457,Direct,0,Blog,Products
553,Home,235,Organic,1,Blog,Products
554,Checkout,221,Referral,1,Home,Contact
555,Checkout,583,Referral,0,Home,Checkout
556,Blog,426,Organic,1,Products,Contact
557,Products,490,Organic,0,Checkout,Contact
558,Products,462,Social,1,Products,Blog
559,Checkout,117,Organic,1,Blog,Blog
560,Home,113,Direct,1,Home,Contact
561,Blog,501,Social,0,Blog,Checkout
562,Contact,67,Referral,0,Checkout,Checkout
563,Blog,210,Social,0,Products,Blog
564,Checkout,122,Organic,1,Blog,Home
565,Products,573,Social,1,Checkout,Blog
566,Blog,213,Referral,1,Blog,Blog
567,Products,375,Organic,1,Products,Contact
568,Home,413,Referral,1,Products,Home
569,Products,510,Direct,0,Contact,Contact
570,Blog,579,Referral,0,Blog,Blog
571,Contact,92,Organic,0,Checkout,Checkout
572,Checkout,283,Referral,0,Checkout,Checkout
573,Products,401,Social,0,Products,Home
574,Products,446,Referral,1,Contact,Blog
575,Contact,248,Direct,0,Products,Products
576,Blog,202,Social,0,Products,Products
577,Blog,187,Organic,1,Products,Blog
578,Blog,179,Organic,1,Products,Home
579,Blog,159,Referral,0,Blog,Products
580,Home,83,Referral,1,Checkout,Checkout
581,Home,124,Referral,1,Contact,Blog
582,Home,401,Organic,0,Checkout,Checkout
583,Products,19,Organic,0,Home,Home
584,Blog,12,Organic,1,Home,Checkout
585,Blog,64,Referral,0,Contact,Blog
586,Home,153,Organic,1,Products,Checkout
587,Contact,457,Direct,1,Contact,Blog
588,Products,508,Social,1,Contact,Blog
589,Contact,499,Social,1,Products,Blog
590,Contact,530,Direct,1,Checkout,Contact
591,Products,442,Direct,1,Blog,Products
592,Checkout,33,Direct,0,Contact,Contact
593,Blog,72,Social,0,Products,Contact
594,Checkout,425,Referral,0,Blog,Blog
595,Blog,324,Direct,0,Home,Contact
596,Blog,459,Organic,0,Checkout,Home
597,Blog,346,Social,1,Home,Home
598,Blog,186,Organic,1,Home,Blog
599,Contact,578,Direct,1,Products,Checkout
600,Home,294,Social,1,Blog,Products
601,Blog,173,Referral,1,Checkout,Home
602,Checkout,45,Referral,1,Blog,Contact
603,Home,448,Direct,1,Home,Home
604,Home,585,Social,1,Home,Home
605,Checkout,450,Direct,0,Home,Checkout
606,Blog,440,Organic,0,Home,Contact
607,Contact,533,Social,1,Checkout,Checkout
608,Checkout,232,Social,1,Blog,Blog
609,Contact,587,Referral,1,Contact,Home
610,Blog,359,Organic,0,Checkout,Home
611,Checkout,186,Social,0,Products,Checkout
612,Checkout,314,Direct,1,Blog,Products
613,Blog,346,Direct,0,Home,Checkout
614,Checkout,518,Direct,1,Blog,Products
615,Products,454,Social,1,Products,Contact
616,Blog,405,Organic,0,Contact,Home
617,Contact,454,Direct,1,Home,Checkout
618,Products,379,Direct,0,Checkout,Products
619,Blog,417,Direct,0,Blog,Home
620,Blog,436,Organic,1,Products,Checkout
621,Home,275,Organic,1,Products,Products
622,Blog,402,Organic,0,Blog,Products
623,Products,566,Referral,0,Products,Products
624,Checkout,285,Organic,1,Blog,Checkout
625,Blog,233,Social,0,Contact,Checkout
626,Contact,232,Referral,1,Contact,Blog
627,Contact,579,Social,1,Home,Home
628,Products,182,Social,0,Checkout,Blog
629,Contact,261,Social,0,Contact,Checkout
630,Blog,155,Referral,0,Checkout,Contact
631,Contact,155,Organic,1,Home,Products
632,Contact,335,Direct,1,Blog,Home
633,Products,301,Referral,1,Blog,Blog
634,Checkout,465,Referral,0,Checkout,Blog
635,Products,498,Organic,0,Checkout,Checkout
636,Home,428,Referral,1,Blog,Contact
637,Blog,348,Referral,0,Blog,Home
638,Home,231,Direct,1,Blog,Contact
639,Home,597,Social,1,Blog,Checkout
640,Products,158,Direct,1,Blog,Checkout
641,Home,346,Social,1,Checkout,Home
642,Blog,246,Referral,1,Checkout,Home
643,Home,298,Direct,0,Blog,Products
644,Home,355,Organic,1,Home,Contact
645,Checkout,313,Social,1,Checkout,Checkout
646,Home,404,Organic,0,Blog,Blog
647,Products,80,Organic,1,Home,Home
648,Products,166,Direct,0,Checkout,Checkout
649,Home,10,Social,0,Contact,Products
650,Home,254,Direct,1,Home,Home
651,Home,408,Social,1,Checkout,Blog
652,Home,474,Direct,0,Contact,Blog
653,Blog,47,Direct,1,Blog,Blog
654,Home,578,Referral,1,Contact,Home
655,Products,117,Social,1,Contact,Blog
656,Blog,308,Direct,1,Contact,Home
657,Contact,551,Direct,1,Home,Blog
